Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, ,
1943,Ontario,COCHRANE,Richard B. MULLINS Independent,retired gentleman,204,0.92,,
1943,Ontario,DAVENPORT,Charles L. CACCIA Liberal,publisher,9366,43.71,,
1943,Ontario,DAVENPORT,John A. GILLESPIE Progressive Conservative,retired,6442,30.06,,
1943,Ontario,DAVENPORT,Angelo PRINCIPE New Democratic Party,salesman,5272,24.6,,
1943,Ontario,DAVENPORT,William KASHTAN No affiliation to a recognised party,secretary,190,0.89,,
1943,Ontario,DAVENPORT,Richard DALY No affiliation to a recognised party,teacher,160,0.75,,
1943,Ontario,DON VALLEY,Jim GILLIES Progressive Conservative,economist,30764,50.85,,
1943,Ontario,DON VALLEY,Robert P. KAPLAN Liberal,lawyer,24629,40.71,,
1943,Ontario,DON VALLEY,Jean SMITH New Democratic Party,teacher,5110,8.45,,
1943,Ontario,EGLINTON,Mitchell SHARP Liberal,economist,19389,45.53,,
1943,Ontario,EGLINTON,Murray R. MAYNARD Progressive Conservative,professional engineer,17819,41.84,,
1943,Ontario,EGLINTON,Eleanor PELRINE New Democratic Party,writer,5245,12.32,,
1943,Ontario,EGLINTON,Hardial BAINS No affiliation to a recognised party,lecturer,132,0.31,,
1943,Ontario,ELGIN,John WISE Progressive Conservative,farmer,17281,50.95,,
1943,Ontario,ELGIN,Harold E. STAFFORD Liberal,lawyer,13289,39.18,,
1943,Ontario,ELGIN,Leroy B. WRIGHT New Democratic Party,teacher,3345,9.86,,
1943,Ontario,ESSEX--WINDSOR,Eugene WHELAN Liberal,farmer,19793,48.01,,
1943,Ontario,ESSEX--WINDSOR,Ralph N. WENSLEY New Democratic Party,research scientist,16503,40.03,,
1943,Ontario,ESSEX--WINDSOR,Edmund A. MICHAEL Progressive Conservative,public relations,4929,11.96,,
1943,Ontario,ETOBICOKE,Alastair GILLESPIE Liberal,Minister of State,32008,44.82,,
1943,Ontario,ETOBICOKE,John VAN DEN HEUVEL Progressive Conservative,banker,28896,40.46,,
1943,Ontario,ETOBICOKE,Dave H. HAMMOND New Democratic Party,food processor,10299,14.42,,
1943,Ontario,ETOBICOKE,Howard RAMSON No affiliation to a recognised party,factory labourer,214,0.3,,
1943,Ontario,FORT WILLIAM,Paul MCRAE Liberal,high school principal,11545,39.4,,
1943,Ontario,FORT WILLIAM,Lionel HASTINGS Progressive Conservative,dentist,10263,35.02,,
1943,Ontario,FORT WILLIAM,Ian STEWART New Democratic Party,sociologist,7497,25.58,,
1943,Ontario,FRONTENAC--LENNOX AND ADDINGTON,Douglas ALKENBRACK Progressive Conservative,lumberman,16563,57.01,,
1943,Ontario,FRONTENAC--LENNOX AND ADDINGTON,Peter MACKINNON Liberal,farmer,9206,31.69,,
1943,Ontario,FRONTENAC--LENNOX AND ADDINGTON,Mary LLOYD-JONES New Democratic Party,farmer,3283,11.3,,
1943,Ontario,GLENGARRY--PRESCOTT--RUSSELL,Denis ETHIER Liberal,merchant,14780,52.06,,
1943,Ontario,GLENGARRY--PRESCOTT--RUSSELL,J.-L. MONTREUIL Progressive Conservative,merchant,6924,24.39,,
1943,Ontario,GLENGARRY--PRESCOTT--RUSSELL,Jacques BOYER New Democratic Party,high school teacher,2495,8.79,,
1943,Ontario,GLENGARRY--PRESCOTT--RUSSELL,Bernard PELOT Independent,public servant,2479,8.73,,
1943,Ontario,GLENGARRY--PRESCOTT--RUSSELL,W.-R. MARIN Social Credit Party of Canada,captain,1710,6.02,,
1943,Ontario,GREENWOOD,Andrew F. BREWIN New Democratic Party,barrister,14261,42.74,,
1943,Ontario,GREENWOOD,William E. TAYLOR Progressive Conservative,food broker,11190,33.53,,
1943,Ontario,GREENWOOD,Larry GLASS Liberal,owner/operator of a nursery school,7722,23.14,,
1943,Ontario,GREENWOOD,George Alexander LESLIE Social Credit Party of Canada,hotel employee,117,0.35,,
1943,Ontario,GREENWOOD,Carl BLASHILL No affiliation to a recognised party,machine operator,79,0.24,,
1943,Ontario,GRENVILLE--CARLETON,Walter BAKER Progressive Conservative,solicitor,32689,53.48,,
1943,Ontario,GRENVILLE--CARLETON,Gordon BLAIR Liberal,lawyer,22026,36.04,,
1943,Ontario,GRENVILLE--CARLETON,Joan KABAYAMA New Democratic Party,teacher,6405,10.48,,
1943,Ontario,GREY--SIMCOE,Gus MITGES Progressive Conservative,veterinarian,17092,49.7,,
1943,Ontario,GREY--SIMCOE,Lindsay INGLIS Liberal,farmer,11198,32.56,,
1943,Ontario,GREY--SIMCOE,Dennis MANN New Democratic Party,business agent,5093,14.81,,
1943,Ontario,GREY--SIMCOE,James W. McGillivray Social Credit Party of Canada,surgeon,1004,2.92,,
1943,Ontario,HALTON,Terry O'CONNOR Progressive Conservative,barrister and solicitor,22640,43.72,,
1943,Ontario,HALTON,Rud L. WHITING Liberal,salesman and public relations officer,20419,39.43,,
1943,Ontario,HALTON,Carolyn HOLSTEIN New Democratic Party,teacher,8725,16.85,,
1943,Ontario,HALTON--WENTWORTH,Bill KEMPLING Progressive Conservative,businessman,31150,49.26,,
1943,Ontario,HALTON--WENTWORTH,Norm MCGUINNESS Liberal,professional engineer,21450,33.92,,
1943,Ontario,HALTON--WENTWORTH,Dickson BAILEY New Democratic Party,graduate student,10630,16.81,,
1943,Ontario,HAMILTON EAST,John Carr MUNRO Liberal,barrister and solicitor,13053,43.07,,
1943,Ontario,HAMILTON EAST,Ron BREWER Progressive Conservative,advertising accounting executive,8601,28.38,,
1943,Ontario,HAMILTON EAST,Joe BOTHEN New Democratic Party,transformer builder,8351,27.56,,
1943,Ontario,HAMILTON EAST,Donald A. STEWART No affiliation to a recognised party,political organizer,151,0.5,,
1943,Ontario,HAMILTON EAST,Charles HAMELIN Social Credit Party of Canada,door manufacturer,108,0.36,,
1943,Ontario,HAMILTON EAST,Ian G. WALKER No affiliation to a recognised party,factory worker,39,0.13,,
1943,Ontario,HAMILTON MOUNTAIN,Duncan M. BEATTIE Progressive Conservative,insurance agency proprietor,21713,40.99,,
1943,Ontario,HAMILTON MOUNTAIN,Harvey LANCTOT Liberal,executive vice-president,17477,32.99,,
1943,Ontario,HAMILTON MOUNTAIN,Bill NICHOLS New Democratic Party,motor builder,13604,25.68,,
1943,Ontario,HAMILTON MOUNTAIN,Roger HAMELIN Social Credit Party of Canada,door manufacturer,183,0.35,,
1943,Ontario,HAMILTON WEST,Lincoln M. ALEXANDER Progressive Conservative,lawyer,19837,52.65,,
1943,Ontario,HAMILTON WEST,Jack BURGHARDT Liberal,broadcaster,12204,32.39,,
1943,Ontario,HAMILTON WEST,Peggy LEPPERT New Democratic Party,housewife,5420,14.38,,
1943,Ontario,HAMILTON WEST,Bob JAGGARD No affiliation to a recognised party,bus operator,218,0.58,,
1943,Ontario,HAMILTON--WENTWORTH,Sean O'SULLIVAN Progressive Conservative,executive assistant to former P.M.,18611,38.51,,
1943,Ontario,HAMILTON--WENTWORTH,Colin David GIBSON Liberal,barrister,14755,30.53,,
1943,Ontario,HAMILTON--WENTWORTH,Bob MACKENZIE New Democratic Party,organizer,14520,30.05,,
1943,Ontario,HAMILTON--WENTWORTH,Ron MCCANN Independent,microbiologist,294,0.61,,
1943,Ontario,HAMILTON--WENTWORTH,A.J. Sid HAMELIN Social Credit Party of Canada,door manufacturer,143,0.3,,
1943,Ontario,HASTINGS,Jack ELLIS Progressive Conservative,manager,16591,52.9,,
1943,Ontario,HASTINGS,Frank FOLLWELL Liberal,realtor,11391,36.32,,
1943,Ontario,HASTINGS,Elridge G. BRETHOUR New Democratic Party,oil distributor,3378,10.77,,
1943,Ontario,HIGH PARK--HUMBER VALLEY,Otto JELINEK Progressive Conservative,self-employed,18329,42.35,,
1943,Ontario,HIGH PARK--HUMBER VALLEY,Walter DEAKON Liberal,civil engineer and lawyer,16426,37.95,,
1943,Ontario,HIGH PARK--HUMBER VALLEY,Edward J. CHMIELEWSKI New Democratic Party,land fill operator,8197,18.94,,
1943,Ontario,HIGH PARK--HUMBER VALLEY,John WEIR No affiliation to a recognised party,journalist,194,0.45,,
1943,Ontario,HIGH PARK--HUMBER VALLEY,Kenneth KALTURNYK No affiliation to a recognised party,labourer,133,0.31,,
1943,Ontario,HURON,Robert E. MCKINLEY Progressive Conservative,farmer and businessman,18921,64.3,,
1943,Ontario,HURON,Charles H. THOMAS Liberal,farmer,8570,29.12,,
1943,Ontario,HURON,Shirley WEARY New Democratic Party,teacher,1852,6.29,,
1943,Ontario,HURON,T. Edward BAIN Independent,fitter,85,0.29,,
1943,Ontario,KENORA--RAINY RIVER,John M. REID Liberal,teacher,9241,40.15,,
1943,Ontario,KENORA--RAINY RIVER,Arnold BEEBE Progressive Conservative,machinist,8238,35.8,,
1943,Ontario,KENORA--RAINY RIVER,Bill WATKINS New Democratic Party,locomotive engineer,5263,22.87,,
1943,Ontario,KENORA--RAINY RIVER,Bill BROWN Independent,,272,1.18,,
1943,Ontario,KENT--ESSEX,Harold W. DANFORTH Progressive Conservative,farmer,18837,53.25,,
1943,Ontario,KENT--ESSEX,T. Brady HINNEGAN Liberal,funeral director,11981,33.87,,
1943,Ontario,KENT--ESSEX,Jacob VELLINGA New Democratic Party,welder,4559,12.89,,
1943,Ontario,KINGSTON AND THE ISLANDS,Flora MACDONALD Progressive Conservative,administrative officer,22824,53.44,,
1943,Ontario,KINGSTON AND THE ISLANDS,John HAZLETT Liberal,physician,14079,32.96,,
1943,Ontario,KINGSTON AND THE ISLANDS,Lars THOMPSON New Democratic Party,teacher,5807,13.6,,
1943,Ontario,KITCHENER,Keith R. HYMMEN Liberal,engineer,18351,38.45,,
1943,Ontario,KITCHENER,Barney LAWRENCE Progressive Conservative,lawyer,18104,37.93,,
1943,Ontario,KITCHENER,Mike SHEPPARD New Democratic Party,artist,11272,23.62,,
1943,Ontario,LAMBTON--KENT,J.R. Bob HOLMES Progressive Conservative,physician,16306,53.53,,
1943,Ontario,LAMBTON--KENT,Gus SONNEVELD Liberal,farmer,11187,36.72,,
1943,Ontario,LAMBTON--KENT,Mel MUXLOW New Democratic Party,forklift truck operator,2970,9.75,,
1943,Ontario,LANARK--RENFREW--CARLETON,Paul Dick Progressive Conservative,lawyer,17893,54.23,,
1943,Ontario,LANARK--RENFREW--CARLETON,Murray MCBRIDE Liberal,clergyman,13283,40.26,,
1943,Ontario,LANARK--RENFREW--CARLETON,Henry MELLEMA New Democratic Party,caretaker,1819,5.51,,
1943,Ontario,LEEDS,Tom COSSITT Progressive Conservative,executive,18130,53.91,,
1943,Ontario,LEEDS,Gervis BLACK Liberal,christian minister,10650,31.67,,
1943,Ontario,LEEDS,Keith SUTCLIFFE New Democratic Party,doctor,4850,14.42,,
1943,Ontario,LINCOLN,Ken HIGSON Progressive Conservative,lawyer,16840,44.64,,
1943,Ontario,LINCOLN,H. Gordon BARRETT Liberal,safety director,13562,35.95,,
1943,Ontario,LINCOLN,Ron LEAVENS New Democratic Party,teacher,6714,17.8,,
1943,Ontario,LINCOLN,Jim WALTERS Social Credit Party of Canada,"farmer, fruit grower",612,1.62,,
1943,Ontario,LONDON EAST,Charles R. TURNER Liberal,locomotive engineer,14022,37.56,,
1943,Ontario,LONDON EAST,Don MATTHEWS Progressive Conservative,builder,12957,34.71,,
1943,Ontario,LONDON EAST,Kenneth C. BOLTON New Democratic Party,clergyman,10355,27.74,,
1943,Ontario,LONDON WEST,Judd BUCHANAN Liberal,life underwriter,29474,49.96,,
1943,Ontario,LONDON WEST,John F. BENNETT Progressive Conservative,lawyer,20611,34.93,,
1943,Ontario,LONDON WEST,Jim BOLTON New Democratic Party,teacher,8914,15.11,,
1943,Ontario,MIDDLESEX,Bill FRANK Progressive Conservative,businessman,20615,46.32,,
1943,Ontario,MIDDLESEX,Marvin RECKER Liberal,accountant,17244,38.75,,
1943,Ontario,MIDDLESEX,Ray FUNK New Democratic Party,child care worker,6643,14.93,,
1943,Ontario,NIAGARA FALLS,Joe HUEGLIN Progressive Conservative,secondary school teacher,15701,40.62,,
1943,Ontario,NIAGARA FALLS,Tom JAMIESON Liberal,physician,14978,38.75,,
1943,Ontario,NIAGARA FALLS,Ray WILSON New Democratic Party,furnace operator,7705,19.93,,
1943,Ontario,NIAGARA FALLS,George OLESEVICH Social Credit Party of Canada,contractor,270,0.7,,
1943,Ontario,NICKEL BELT,John RODRIGUEZ New Democratic Party,teacher,14033,46.03,,
1943,Ontario,NICKEL BELT,Gaetan SERRE Liberal,teacher,12101,39.69,,
1943,Ontario,NICKEL BELT,Bernie WHITE Progressive Conservative,assessor,3817,12.52,,
1943,Ontario,NICKEL BELT,Donat BREAULT Social Credit Party of Canada,miner,534,1.75,,
1943,Ontario,NIPISSING,J.-J. BLAIS Liberal,lawyer,12451,41.51,,
1943,Ontario,NIPISSING,Jack SMYLIE Progressive Conservative,veterinary surgeon,10812,36.04,,
1943,Ontario,NIPISSING,Jack WYNTER New Democratic Party,labour representative,6276,20.92,,
1943,Ontario,NIPISSING,Clem LAROCHELLE Social Credit Party of Canada,supervisor,457,1.52,,
1943,Ontario,NORFOLK--HALDIMAND,Bill KNOWLES Progressive Conservative,farmer,21214,54.71,,
1943,Ontario,NORFOLK--HALDIMAND,David MARSHALL Liberal,physician,14106,36.38,,
1943,Ontario,NORFOLK--HALDIMAND,Ede POS New Democratic Party,production mechanic,3116,8.04,,
1943,Ontario,NORFOLK--HALDIMAND,Dave MALLORY Social Credit Party of Canada,piano technician,339,0.87,,
1943,Ontario,NORTHUMBERLAND--DURHAM,Allan LAWRENCE Progressive Conservative,barrister and solicitor,17385,45.18,,
1943,Ontario,NORTHUMBERLAND--DURHAM,Russell C. HONEY Liberal,barrister,14594,37.92,,
1943,Ontario,NORTHUMBERLAND--DURHAM,Wilmer HILL New Democratic Party,teacher,6504,16.9,,
1943,Ontario,ONTARIO,Norman A. CAFIK Liberal,Member of Parliament,16328,38.74,,
1943,Ontario,ONTARIO,Frank MCGEE Progressive Conservative,consultant,16324,38.73,,
1943,Ontario,ONTARIO,Alban C. WARD New Democratic Party,principal,9498,22.53,,
1943,Ontario,OSHAWA--WHITBY,Edward BROADBENT New Democratic Party,university professor,23757,41.81,,
1943,Ontario,OSHAWA--WHITBY,Michael STARR Progressive Conservative,clerk,22933,40.36,,
1943,Ontario,OSHAWA--WHITBY,Peter CONNOLLY Liberal,executive assistant,10027,17.65,,
1943,Ontario,OSHAWA--WHITBY,Russell RAK No affiliation to a recognised party,auto worker,98,0.17,,
1943,Ontario,OTTAWA CENTRE,Hugh POULIN Liberal,lawyer,14101,38.52,,
1943,Ontario,OTTAWA CENTRE,Hugh SEGAL Progressive Conservative,executive assistant,12899,35.23,,
1943,Ontario,OTTAWA CENTRE,Irving GREENBERG New Democratic Party,builder,9195,25.12,,
1943,Ontario,OTTAWA CENTRE,Rocco ZAVARELLA Social Credit Party of Canada,bookkeeper,237,0.65,,
1943,Ontario,OTTAWA CENTRE,Paul HERMAN No affiliation to a recognised party,truck driver,177,0.48,,
1943,Ontario,OTTAWA EAST,Jean-Robert GAUTHIER Liberal,chiropractor,20446,62.75,,
1943,Ontario,OTTAWA EAST,Gerry VALIQUETTE Progressive Conservative,public servant,6029,18.5,,
1943,Ontario,OTTAWA EAST,François BEAULNE New Democratic Party,teacher,4672,14.34,,
1943,Ontario,OTTAWA EAST,Cyril GAUTHIER Social Credit Party of Canada,accountant,1229,3.77,,
1943,Ontario,OTTAWA EAST,David S. WHITE Independent,unemployed,208,0.64,,
1943,Ontario,OTTAWA WEST,Peter REILLY Progressive Conservative,journalist,22169,40.8,,
1943,Ontario,OTTAWA WEST,Lloyd FRANCIS Liberal,economist,18423,33.91,,
1943,Ontario,OTTAWA WEST,Pauline JEWETT New Democratic Party,teacher,13498,24.84,,
1943,Ontario,OTTAWA WEST,Priscilla HAMELIN Social Credit Party of Canada,registered nurse,245,0.45,,
1943,Ontario,OTTAWA--CARLETON,John TURNER Liberal,lawyer,31316,47.43,,
1943,Ontario,OTTAWA--CARLETON,Strome GALLOWAY Progressive Conservative,freelance journalist,22641,34.29,,
1943,Ontario,OTTAWA--CARLETON,Doris SHACKLETON New Democratic Party,journalist and editor,11225,17,,
1943,Ontario,OTTAWA--CARLETON,David MORSE Social Credit Party of Canada,student,839,1.27,,
1943,Ontario,OXFORD,Wally NESBITT Progressive Conservative,lawyer,25438,62.53,,
1943,Ontario,OXFORD,Charlie TATHAM Liberal,hardware wholesaler,12540,30.83,,
1943,Ontario,OXFORD,Ron WETTLAUFER New Democratic Party,machine fixer,2703,6.64,,
1943,Ontario,PARKDALE,Stanley HAIDASZ Liberal,physician,12214,43.8,,
1943,Ontario,PARKDALE,Lubor ZINK Progressive Conservative,journalist,8990,32.24,,
1943,Ontario,PARKDALE,Mike GURSTEIN New Democratic Party,lecturer,6478,23.23,,
1943,Ontario,PARKDALE,Dennis DEVEAU No affiliation to a recognised party,factory truck driver,201,0.72,,
1943,Ontario,PARRY SOUND--MUSKOKA,Stan DARLING Progressive Conservative,realtor and insurance agent,14297,47.49,,
1943,Ontario,PARRY SOUND--MUSKOKA,Al KNAPP Liberal,merchant,8828,29.32,,
1943,Ontario,PARRY SOUND--MUSKOKA,Anne MALTON New Democratic Party,rehabilitation worker,6983,23.19,,
1943,Ontario,PEEL SOUTH,Don BLENKARN Progressive Conservative,lawyer,31981,39.34,,
1943,Ontario,PEEL SOUTH,Bill KENT Liberal,university administrator,30305,37.28,,
1943,Ontario,PEEL SOUTH,David BUSBY New Democratic Party,clergyman,18553,22.82,,
1943,Ontario,PEEL SOUTH,Michael HOULTON Independent,self-employed,461,0.57,,
1943,Ontario,PEEL--DUFFERIN--SIMCOE,Ellwood MADILL Progressive Conservative,life underwriter,25663,45.69,,
1943,Ontario,PEEL--DUFFERIN--SIMCOE,William Ross MILNE Liberal,engineer,20759,36.96,,
1943,Ontario,PEEL--DUFFERIN--SIMCOE,Stewart SMITH New Democratic Party,high school teacher,9061,16.13,,
1943,Ontario,PEEL--DUFFERIN--SIMCOE,Douglas Ross SWACKHAMMER Independent,"farmer, salesman",482,0.86,,
1943,Ontario,PEEL--DUFFERIN--SIMCOE,Peter CLAPPISON Social Credit Party of Canada,salesman,205,0.36,,
1943,Ontario,PERTH--WILMOT,Bill JARVIS Progressive Conservative,lawyer,19859,55.76,,
1943,Ontario,PERTH--WILMOT,C. Cy CLINE Liberal,retail merchant,11684,32.81,,
1943,Ontario,PERTH--WILMOT,Gary GARDINER New Democratic Party,student,4069,11.43,,
1943,Ontario,PETERBOROUGH,Hugh FAULKNER Liberal,teacher,20282,45.49,,
1943,Ontario,PETERBOROUGH,John DORIS Progressive Conservative,methods analyst,17885,40.11,,
1943,Ontario,PETERBOROUGH,Ray PETERS New Democratic Party,electrical worker,6422,14.4,,
1943,Ontario,PORT ARTHUR,Bob ANDRAS Liberal,cabinet minister,14351,52.36,,
1943,Ontario,PORT ARTHUR,Chris FERGUSON New Democratic Party,manager,6756,24.65,,
1943,Ontario,PORT ARTHUR,John ERICKSON Progressive Conservative,lawyer,6027,21.99,,
1943,Ontario,PORT ARTHUR,Clifford WAHL No affiliation to a recognised party,retired,274,1,,
1943,Ontario,PRINCE EDWARD--HASTINGS,George HEES Progressive Conservative,businessman,19842,59.47,,
1943,Ontario,PRINCE EDWARD--HASTINGS,George W. CUNNINGHAM Liberal,teacher,10353,31.03,,
1943,Ontario,PRINCE EDWARD--HASTINGS,Richard LUNN New Democratic Party,teacher,3168,9.5,,
1943,Ontario,RENFREW NORTH--NIPISSING EAST,Leonard D. HOPKINS Liberal,school teacher,13553,53.85,,
1943,Ontario,RENFREW NORTH--NIPISSING EAST,George A. KINNEY Progressive Conservative,manager,8440,33.53,,
1943,Ontario,RENFREW NORTH--NIPISSING EAST,Maurice R. PAYNE New Democratic Party,plumber,3177,12.62,,
1943,Ontario,ROSEDALE,Donald S. MACDONALD Liberal,cabinet minister,16073,44.02,,
1943,Ontario,ROSEDALE,Warren BEAMISH Progressive Conservative,professional engineer,14856,40.69,,
1943,Ontario,ROSEDALE,Ron SABOURIN New Democratic Party,teacher,4598,12.59,,
1943,Ontario,ROSEDALE,Aline GREGORY Independent,businesswoman,892,2.44,,
1943,Ontario,ROSEDALE,David STARBUCK No affiliation to a recognised party,shipper,95,0.26,,
1943,Ontario,SARNIA--LAMBTON,Bud CULLEN Liberal,lawyer,16112,42.78,,
1943,Ontario,SARNIA--LAMBTON,Andy BRANDT Progressive Conservative,businessman,14647,38.89,,
1943,Ontario,SARNIA--LAMBTON,David BELL New Democratic Party,teacher,6901,18.32,,
1943,Ontario,SAULT STE. MARIE,Cyril SYMES New Democratic Party,teacher,12903,36.71,,
1943,Ontario,SAULT STE. MARIE,C. Terrence MURPHY Liberal,lawyer,12639,35.96,,
1943,Ontario,SAULT STE. MARIE,L.B. Lou LUKENDA Progressive Conservative,dentist,9603,27.32,,
1944,Ontario,SCARBOROUGH EAST,Reg STACKHOUSE Progressive Conservative,teacher,27301,40.05,,
1944,Ontario,SCARBOROUGH EAST,Martin O'CONNELL Liberal,economist,25837,37.9,,
1944,Ontario,SCARBOROUGH EAST,John MCMAHON New Democratic Party,contractor,14731,21.61,,
1944,Ontario,SCARBOROUGH EAST,George MCLENON Social Credit Party of Canada,publisher,227,0.33,,
1944,Ontario,SCARBOROUGH EAST,Don MACEROLLO No affiliation to a recognised party,labourer,77,0.11,,
1944,Ontario,SCARBOROUGH WEST,John HARNEY New Democratic Party,college teacher,15028,36.38,,
1944,Ontario,SCARBOROUGH WEST,David WEATHERHEAD Liberal,lawyer,13635,33.01,,
1944,Ontario,SCARBOROUGH WEST,Basil CLARK Progressive Conservative,lawyer,12539,30.36,,
1944,Ontario,SCARBOROUGH WEST,Roger TENTREY No affiliation to a recognised party,machine operator,103,0.25,,
1944,Ontario,SIMCOE NORTH,P.B. RYNARD Progressive Conservative,physician,22145,47.93,,
1944,Ontario,SIMCOE NORTH,Bruce OWEN Liberal,lawyer,15038,32.55,,
1944,Ontario,SIMCOE NORTH,Rich PARTRIDGE New Democratic Party,student,9016,19.52,,
